material_absorber,material_etl,material_htl,absorber_band_gap_eV,etl_band_gap_eV,htl_band_gap_eV,cbo_eV,vbo_eV,absorber_etl_type,absorber_htl_type,gap_method,functional,gap_type,material_class,source_doi,source_paper
1T-YbI2,1T-PtSe2,1T-YbI2,2.35,1.72,2.35,-1.29,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtSe2,1T-ZrSe2,1T-PtSe2,1.72,0.94,1.72,-1.08,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-PtSe2,2H-MoTe2,1.5,1.72,1.5,-0.38,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtTe2,2H-GeI2,1T-PtTe2,0.62,2.36,0.62,-0.06,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,1T-SnS2,1T-STl2,1.89,2.48,1.89,-1.71,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,2H-GeI2,1T-STl2,1.89,2.36,1.89,-0.7,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,2H-MoS2,1T-STl2,1.89,2.22,1.89,-0.96,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,2H-MoSe2,1T-STl2,1.89,1.95,1.89,-0.6,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,2H-WS2,1T-STl2,1.89,2.2,1.89,-0.62,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,2H-WSe2,1T-STl2,1.89,1.88,1.89,-0.32,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,1T-SnS2,1T-YbI2,2.35,2.48,2.35,-2.13,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZnI2,1T-SnS2,1T-ZnI2,2.59,2.48,2.59,-1.12,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-GeI2,1T-SnS2,2H-GeI2,2.36,2.48,2.36,-1.01,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,1T-SnSe2,1T-YbI2,2.35,1.44,2.35,-2.34,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-SnSe2,1T-ZrS2,1T-SnSe2,1.44,1.95,1.44,-0.07,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-GeI2,1T-SnSe2,2H-GeI2,2.36,1.44,2.36,-1.22,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-SnSe2,2H-MoTe2,1.5,1.44,1.5,-1.43,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-GeI2,1T-TiS2,2H-GeI2,2.36,0.71,2.36,-1.75,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,1T-ZnBr2,1T-YbI2,2.35,4.61,2.35,-0.37,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,1T-ZnI2,1T-YbI2,2.35,2.59,2.35,-1.01,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,2H-MoS2,1T-YbI2,2.35,2.22,2.35,-1.38,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,2H-MoSe2,1T-YbI2,2.35,1.95,2.35,-1.02,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,2H-MoTe2,1T-YbI2,2.35,1.5,2.35,-0.91,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,2H-WS2,1T-YbI2,2.35,2.2,2.35,-1.04,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-YbI2,2H-WSe2,1T-YbI2,2.35,1.88,2.35,-0.74,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZnI2,1T-ZrS2,1T-ZnI2,2.59,1.95,2.59,-1.4,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-GeI2,1T-ZrS2,2H-GeI2,2.36,1.95,2.36,-1.29,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-GeI2,2H-MoS2,2H-GeI2,2.36,2.22,2.36,-0.26,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WS2,2H-GeI2,2H-WS2,2.2,2.36,2.2,-0.08,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,2H-GeI2,2H-ZrCl2,1.55,2.36,1.55,-0.93,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WS2,2H-MoS2,2H-WS2,2.2,2.22,2.2,-0.34,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,2H-MoS2,2H-ZrCl2,1.55,2.22,1.55,-1.19,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,2H-MoSe2,2H-MoTe2,1.5,1.95,1.5,-0.11,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,2H-MoSe2,2H-WSe2,1.88,1.95,1.88,-0.28,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,2H-MoSe2,2H-WTe2,1.3,1.95,1.3,-0.24,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,2H-WS2,2H-MoTe2,1.5,2.2,1.5,-0.13,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,2H-MoTe2,2H-WTe2,1.3,1.5,1.3,-0.13,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,2H-WS2,2H-ZrCl2,1.55,2.2,1.55,-0.85,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WS2,1T-HgBr2,2H-WS2,2.2,3.79,2.2,-0.02,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-HgBr2,2H-WSe2,1.88,3.79,1.88,-0.32,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,1T-HgBr2,2H-WTe2,1.3,3.79,1.3,-0.28,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-HgBr2,2H-ZrCl2,1.55,3.79,1.55,-0.87,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-MgCl2,1T-NiO2,1T-MgCl2,7.49,3.29,7.49,-4.95,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-MgI2,1T-NiO2,1T-MgI2,4.16,3.29,4.16,-4.12,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-MgI2,1T-PtO2,1T-MgI2,4.16,3.5,4.16,-1.98,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-SnS2,1T-NiO2,1T-SnS2,2.48,3.29,2.48,-1.71,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZrS2,1T-NiO2,1T-ZrS2,1.95,3.29,1.95,-1.43,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-OTl2,1T-PtS2,1T-OTl2,1.51,2.65,1.51,-0.38,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtTe2,1T-OTl2,1T-PtTe2,0.62,1.51,0.62,0.01,0.0,Type III,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-OTl2,1T-SnSe2,1T-OTl2,1.51,1.44,1.51,-1.29,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-OTl2,2H-MoS2,1T-OTl2,1.51,2.22,1.51,-0.33,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-OTl2,2H-MoTe2,1.5,1.51,1.5,-0.14,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,1T-OTl2,2H-WTe2,1.3,1.51,1.3,-0.27,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-OTl2,2H-ZrCl2,1.55,1.51,1.55,-0.86,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-GeI2,1T-PbI2,2H-GeI2,2.36,2.65,2.36,-0.11,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoSe2,1T-PbI2,2H-MoSe2,1.95,2.65,1.95,-0.21,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-PbI2,2H-MoTe2,1.5,2.65,1.5,-0.32,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WS2,1T-PbI2,2H-WS2,2.2,2.65,2.2,-0.19,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-PbI2,2H-WSe2,1.88,2.65,1.88,-0.49,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-PbI2,2H-ZrCl2,1.55,2.65,1.55,-1.04,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZnI2,1T-PtO2,1T-ZnI2,2.59,3.5,2.59,-0.69,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoS2,1T-PtO2,2H-MoS2,2.22,3.5,2.22,-0.32,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-PtO2,2H-MoTe2,1.5,3.5,1.5,-0.79,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WS2,1T-PtO2,2H-WS2,2.2,3.5,2.2,-0.66,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-PtO2,2H-WSe2,1.88,3.5,1.88,-0.96,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,1T-PtO2,2H-WTe2,1.3,3.5,1.3,-0.92,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtTe2,1T-PtS2,1T-PtTe2,0.62,2.65,0.62,-0.37,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,1T-PtS2,1T-STl2,1.89,2.65,1.89,-1.01,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-ZnI2,1T-PtS2,1T-ZnI2,2.59,2.65,2.59,-0.42,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoS2,1T-PtS2,2H-MoS2,2.22,2.65,2.22,-0.05,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoSe2,1T-PtS2,2H-MoSe2,1.95,2.65,1.95,-0.41,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-PtS2,2H-MoTe2,1.5,2.65,1.5,-0.52,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WS2,1T-PtS2,2H-WS2,2.2,2.65,2.2,-0.39,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-PtS2,2H-WSe2,1.88,2.65,1.88,-0.69,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,1T-PtS2,2H-WTe2,1.3,2.65,1.3,-0.65,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-PtS2,2H-ZrCl2,1.55,2.65,1.55,-1.24,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtTe2,1T-PtSe2,1T-PtTe2,0.62,1.72,0.62,-0.23,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtSe2,1T-SnS2,1T-PtSe2,1.72,2.48,1.72,-0.84,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtSe2,1T-ZrS2,1T-PtSe2,1.72,1.95,1.72,-1.12,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtSe2,2H-MoS2,1T-PtSe2,1.72,2.22,1.72,-0.09,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoSe2,1T-PtSe2,2H-MoSe2,1.95,1.72,1.95,-0.27,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-PtSe2,2H-WSe2,1.88,1.72,1.88,-0.55,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WTe2,1T-PtSe2,2H-WTe2,1.3,1.72,1.3,-0.51,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-PtSe2,2H-ZrCl2,1.55,1.72,1.55,-1.1,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-PtTe2,2H-MoS2,1T-PtTe2,0.62,2.22,0.62,-0.32,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,1T-ZnI2,1T-STl2,1.89,2.59,1.89,-0.59,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
1T-STl2,2H-MoTe2,1T-STl2,1.89,1.5,1.89,-0.49,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-ZrCl2,1T-STl2,2H-ZrCl2,1.55,1.89,1.55,-0.23,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoS2,1T-SnS2,2H-MoS2,2.22,2.48,2.22,-0.75,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoSe2,1T-SnS2,2H-MoSe2,1.95,2.48,1.95,-1.11,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-MoTe2,1T-SnS2,2H-MoTe2,1.5,2.48,1.5,-1.22,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WS2,1T-SnS2,2H-WS2,2.2,2.48,2.2,-1.09,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
2H-WSe2,1T-SnS2,2H-WSe2,1.88,2.48,1.88,-1.39,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1038/s41699-021-00200-9,Paper1 vdW heterobilayer (Supp Table 3 + Table 2 HSE06)
