material_absorber,absorber_band_gap_eV,phase,a_site,a2_site,b1_site,b2_site,x_site,heat_of_formation_eV_per_atom,gap_method,functional,gap_type,material_class,perovskite_family,record_type,source_doi,source_paper,chi_eV,chi_source
K2TlSbCl6 (cubic),0.9869,cubic,K,,Tl,Sb,Cl,-1.289239617,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8741,ml_plus_family_prior
Rb2AgAlCl6 (cubic),2.1691,cubic,Rb,,Ag,Al,Cl,-1.49300669,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.6827,ml_plus_family_prior
Rb2AgAsCl6 (cubic),1.2166,cubic,Rb,,Ag,As,Cl,-1.1705028,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9244,ml_plus_family_prior
Rb2AgBiCl6 (cubic),1.5347,cubic,Rb,,Ag,Bi,Cl,-1.2976863,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9369,ml_plus_family_prior
Rb2AgGaCl6 (cubic),0.8637,cubic,Rb,,Ag,Ga,Cl,-1.31669575,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9325,ml_plus_family_prior
Rb2AgInCl6 (cubic),0.9585,cubic,Rb,,Ag,In,Cl,-1.34457866,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8185,ml_plus_family_prior
Rb2AgSbCl6 (cubic),1.303,cubic,Rb,,Ag,Sb,Cl,-1.250613967,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8984,ml_plus_family_prior
Rb2AuAlCl6 (cubic),0.3514,cubic,Rb,,Au,Al,Cl,-1.35228769,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8178,ml_plus_family_prior
Rb2AuBiCl6 (cubic),0.4081,cubic,Rb,,Au,Bi,Cl,-1.1736802,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9871,ml_plus_family_prior
Rb2AuSbCl6 (cubic),0.1257,cubic,Rb,,Au,Sb,Cl,-1.132084567,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9581,ml_plus_family_prior
Rb2CuAlCl6 (cubic),0.6565,cubic,Rb,,Cu,Al,Cl,-1.434919315,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8106,ml_plus_family_prior
Rb2CuAsCl6 (cubic),0.5151,cubic,Rb,,Cu,As,Cl,-1.136378325,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9663,ml_plus_family_prior
Rb2CuBiCl6 (cubic),0.7525,cubic,Rb,,Cu,Bi,Cl,-1.263478725,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9793,ml_plus_family_prior
Rb2CuSbCl6 (cubic),0.6353,cubic,Rb,,Cu,Sb,Cl,-1.216858092,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9338,ml_plus_family_prior
Rb2InAlCl6 (cubic),2.8237,cubic,Rb,,In,Al,Cl,-1.559697725,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.6089,ml_plus_family_prior
Rb2InAsCl6 (cubic),0.4084,cubic,Rb,,In,As,Cl,-1.236332535,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8879,ml_plus_family_prior
Rb2InBiCl6 (cubic),0.3094,cubic,Rb,,In,Bi,Cl,-1.354621535,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8960,ml_plus_family_prior
Rb2InGaCl6 (cubic),1.6341,cubic,Rb,,In,Ga,Cl,-1.397411785,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8462,ml_plus_family_prior
Rb2InInCl6 (cubic),1.4427,cubic,Rb,,In,In,Cl,-1.406976495,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8749,ml_plus_family_prior
Rb2InSbCl6 (cubic),0.4219,cubic,Rb,,In,Sb,Cl,-1.308971102,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8810,ml_plus_family_prior
Rb2TlAlCl6 (cubic),3.6123,cubic,Rb,,Tl,Al,Cl,-1.59652488,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.4618,ml_plus_family_prior
Rb2TlAsCl6 (cubic),1.1449,cubic,Rb,,Tl,As,Cl,-1.25835889,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9129,ml_plus_family_prior
Rb2TlBiCl6 (cubic),1.0286,cubic,Rb,,Tl,Bi,Cl,-1.38364949,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9098,ml_plus_family_prior
Rb2TlGaCl6 (cubic),2.3181,cubic,Rb,,Tl,Ga,Cl,-1.41513664,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.7781,ml_plus_family_prior
Rb2TlInCl6 (cubic),2.3762,cubic,Rb,,Tl,In,Cl,-1.43784945,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8352,ml_plus_family_prior
Rb2TlSbCl6 (cubic),1.0419,cubic,Rb,,Tl,Sb,Cl,-1.335748557,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8728,ml_plus_family_prior
Cs2AgAsI6 (cubic),0.2692,cubic,Cs,,Ag,As,I,-0.757021705,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9154,ml_plus_family_prior
Cs2AgBiI6 (cubic),0.6515,cubic,Cs,,Ag,Bi,I,-0.871212905,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9171,ml_plus_family_prior
Cs2AgSbI6 (cubic),0.3495,cubic,Cs,,Ag,Sb,I,-0.829318772,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8868,ml_plus_family_prior
Cs2CuBiI6 (cubic),0.2847,cubic,Cs,,Cu,Bi,I,-0.81144103,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9033,ml_plus_family_prior
Cs2InAlI6 (cubic),0.9201,cubic,Cs,,In,Al,I,-0.96885983,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.6718,ml_plus_family_prior
Cs2InAsI6 (cubic),0.1046,cubic,Cs,,In,As,I,-0.83116054,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8175,ml_plus_family_prior
Cs2InBiI6 (cubic),0.2804,cubic,Cs,,In,Bi,I,-0.93360464,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8241,ml_plus_family_prior
Cs2InGaI6 (cubic),0.2606,cubic,Cs,,In,Ga,I,-0.91709419,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8044,ml_plus_family_prior
Cs2InSbI6 (cubic),0.1914,cubic,Cs,,In,Sb,I,-0.894430407,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8129,ml_plus_family_prior
